ORDERNUMBER,QUANTITYORDERED,PRICEEACH,STATUS,PRODUCTLINE,PRODUCTCODE,COUNTRY
10367,44,85.25,Resolved,Classic Cars,S18_4933,USA
10380,24,100,Shipped,Classic Cars,S18_4933,Spain
10407,66,66.99,On Hold,Classic Cars,S18_4933,USA
10420,36,57.73,In Process,Classic Cars,S18_4933,Australia
10110,36,85.25,Shipped,Classic Cars,S24_1046,UK
10124,22,77.9,Shipped,Classic Cars,S24_1046,USA
10148,25,60.26,Shipped,Classic Cars,S24_1046,Australia
10161,37,72.76,Shipped,Classic Cars,S24_1046,Denmark
10172,32,75.69,Shipped,Classic Cars,S24_1046,USA
10182,47,74.22,Shipped,Classic Cars,S24_1046,USA
10192,37,69.82,Shipped,Classic Cars,S24_1046,USA
10204,20,62.47,Shipped,Classic Cars,S24_1046,USA
10212,41,82.31,Shipped,Classic Cars,S24_1046,Spain
10226,21,60.26,Shipped,Classic Cars,S24_1046,USA
10241,22,76.43,Shipped,Classic Cars,S24_1046,France
10267,40,80.1,Shipped,Classic Cars,S24_1046,USA
10279,32,74.96,Shipped,Classic Cars,S24_1046,Spain
10288,36,66.14,Shipped,Classic Cars,S24_1046,Singapore
10301,27,72.02,Shipped,Classic Cars,S24_1046,Norway
10311,26,87.45,Shipped,Classic Cars,S24_1046,Spain
10321,30,70.55,Shipped,Classic Cars,S24_1046,USA
10332,23,56.84,Shipped,Classic Cars,S24_1046,UK
10344,29,59.53,Shipped,Classic Cars,S24_1046,France
10367,21,60.37,Resolved,Classic Cars,S24_1046,USA
10380,34,100,Shipped,Classic Cars,S24_1046,Spain
10407,26,76.43,On Hold,Classic Cars,S24_1046,USA
10420,60,64.67,In Process,Classic Cars,S24_1046,Australia
10104,35,55.49,Shipped,Classic Cars,S24_1444,Spain
10115,47,69.36,Shipped,Classic Cars,S24_1444,USA
10127,20,60.69,Shipped,Classic Cars,S24_1444,USA
10141,20,54.33,Shipped,Classic Cars,S24_1444,Finland
10152,25,65.31,Shipped,Classic Cars,S24_1444,Australia
10165,25,69.36,Shipped,Classic Cars,S24_1444,Singapore
10176,27,68.78,Shipped,Classic Cars,S24_1444,Italy
10184,31,60.11,Shipped,Classic Cars,S24_1444,Spain
10195,44,66.47,Shipped,Classic Cars,S24_1444,USA
10207,49,46.82,Shipped,Classic Cars,S24_1444,USA
10220,26,56.07,Shipped,Classic Cars,S24_1444,Ireland
10230,36,54.33,Shipped,Classic Cars,S24_1444,Germany
10246,44,52.6,Shipped,Classic Cars,S24_1444,Spain
10259,28,46.82,Shipped,Classic Cars,S24_1444,Singapore
10271,45,64.74,Shipped,Classic Cars,S24_1444,USA
10282,29,46.82,Shipped,Classic Cars,S24_1444,USA
10292,40,53.75,Shipped,Classic Cars,S24_1444,USA
10305,45,61.85,Shipped,Classic Cars,S24_1444,USA
10314,44,53.18,Shipped,Classic Cars,S24_1444,Denmark
10324,25,69.16,Shipped,Classic Cars,S24_1444,USA
10336,45,100,Shipped,Classic Cars,S24_1444,France
10349,48,47.4,Shipped,Classic Cars,S24_1444,USA
10358,44,60.76,Shipped,Classic Cars,S24_1444,Spain
10371,25,97.27,Shipped,Classic Cars,S24_1444,USA
10383,22,91.76,Shipped,Classic Cars,S24_1444,Spain
10394,31,50.29,Shipped,Classic Cars,S24_1444,Spain
10412,21,52.6,Shipped,Classic Cars,S24_1444,Spain
10425,55,46.82,In Process,Classic Cars,S24_1444,France
10107,25,100,Shipped,Motorcycles,S24_1578,USA
10120,35,98.05,Shipped,Motorcycles,S24_1578,Australia
10134,35,93.54,Shipped,Motorcycles,S24_1578,France
10145,43,95.8,Shipped,Motorcycles,S24_1578,USA
10159,44,100,Shipped,Motorcycles,S24_1578,USA
10168,50,100,Shipped,Motorcycles,S24_1578,USA
10180,48,100,Shipped,Motorcycles,S24_1578,France
10188,25,100,Shipped,Motorcycles,S24_1578,Norway
10201,39,100,Shipped,Motorcycles,S24_1578,USA
10211,25,90.16,Shipped,Motorcycles,S24_1578,France
10223,32,91.29,Shipped,Motorcycles,S24_1578,Australia
10237,20,100,Shipped,Motorcycles,S24_1578,USA
10251,26,100,Shipped,Motorcycles,S24_1578,USA
10263,42,100,Shipped,Motorcycles,S24_1578,USA
10275,21,100,Shipped,Motorcycles,S24_1578,France
10285,34,100,Shipped,Motorcycles,S24_1578,USA
10299,47,100,Shipped,Motorcycles,S24_1578,Finland
10309,21,100,Shipped,Motorcycles,S24_1578,Norway
10318,48,100,Shipped,Motorcycles,S24_1578,USA
10329,30,87.78,Shipped,Motorcycles,S24_1578,USA
10339,27,84.39,Shipped,Motorcycles,S24_1578,Japan
10362,50,96.92,Shipped,Motorcycles,S24_1578,USA
10374,38,100,Shipped,Motorcycles,S24_1578,Australia
10389,45,100,Shipped,Motorcycles,S24_1578,Sweden
10403,46,100,Shipped,Motorcycles,S24_1578,UK
10417,35,100,Disputed,Motorcycles,S24_1578,Spain
10110,29,59.37,Shipped,Classic Cars,S24_1628,UK
10123,50,59.87,Shipped,Classic Cars,S24_1628,France
10137,26,49.81,Shipped,Classic Cars,S24_1628,France
10148,47,56.85,Shipped,Classic Cars,S24_1628,Australia
10161,23,53.33,Shipped,Classic Cars,S24_1628,Denmark
10172,34,42.76,Shipped,Classic Cars,S24_1628,USA
10181,34,53.83,Shipped,Classic Cars,S24_1628,Norway
10192,47,53.83,Shipped,Classic Cars,S24_1628,USA
10204,45,49.81,Shipped,Classic Cars,S24_1628,USA
10212,45,53.33,Shipped,Classic Cars,S24_1628,Spain
10226,36,43.27,Shipped,Classic Cars,S24_1628,USA
10241,21,40.25,Shipped,Classic Cars,S24_1628,France
10266,28,48.3,Shipped,Classic Cars,S24_1628,Italy
10278,35,45.28,Shipped,Classic Cars,S24_1628,USA
10288,50,52.32,Shipped,Classic Cars,S24_1628,Singapore
10301,22,51.32,Shipped,Classic Cars,S24_1628,Norway
10311,45,49.3,Shipped,Classic Cars,S24_1628,Spain
10321,48,42.26,Shipped,Classic Cars,S24_1628,USA
10332,20,87.96,Shipped,Classic Cars,S24_1628,UK
10343,27,36.21,Shipped,Classic Cars,S24_1628,France
10367,38,38.5,Resolved,Classic Cars,S24_1628,USA
10379,32,100,Shipped,Classic Cars,S24_1628,Spain
10407,64,40.25,On Hold,Classic Cars,S24_1628,USA
10420,37,60.37,In Process,Classic Cars,S24_1628,Australia
10106,28,88.63,Shipped,Planes,S24_1785,Italy
10120,39,100,Shipped,Planes,S24_1785,Australia
10133,41,94.1,Shipped,Planes,S24_1785,Spain
10145,40,87.54,Shipped,Planes,S24_1785,USA
10168,49,100,Shipped,Planes,S24_1785,USA
10210,27,98.48,Shipped,Planes,S24_1785,Japan
10223,34,100,Shipped,Planes,S24_1785,Australia
10235,23,96.29,Shipped,Planes,S24_1785,Canada
10250,31,88.63,Shipped,Planes,S24_1785,USA
10262,34,97.38,Cancelled,Planes,S24_1785,Spain
10275,25,95.2,Shipped,Planes,S24_1785,France
10284,22,100,Shipped,Planes,S24_1785,Norway
10297,32,100,Shipped,Planes,S24_1785,Ireland
10308,31,100,Shipped,Planes,S24_1785,USA
10316,25,100,Shipped,Planes,S24_1785,UK
10328,47,87.54,Shipped,Planes,S24_1785,Italy
10339,21,50.65,Shipped,Planes,S24_1785,Japan
10353,28,71.73,Shipped,Planes,S24_1785,USA
10374,46,94.1,Shipped,Planes,S24_1785,Australia
10386,33,41.71,Resolved,Planes,S24_1785,Spain
10398,43,100,Shipped,Planes,S24_1785,France
10401,38,96.29,On Hold,Planes,S24_1785,USA
10416,47,88.63,Shipped,Planes,S24_1785,Italy
10101,45,31.2,Shipped,Vintage Cars,S24_1937,Germany
10110,20,35.51,Shipped,Vintage Cars,S24_1937,UK
10124,45,37.84,Shipped,Vintage Cars,S24_1937,USA
10149,36,33.19,Shipped,Vintage Cars,S24_1937,USA
10162,37,27.22,Shipped,Vintage Cars,S24_1937,USA
10173,31,31.53,Shipped,Vintage Cars,S24_1937,Italy
10182,39,36.84,Shipped,Vintage Cars,S24_1937,USA
10193,26,29.21,Shipped,Vintage Cars,S24_1937,Australia
10205,32,37.17,Shipped,Vintage Cars,S24_1937,Spain
10214,20,34.19,Shipped,Vintage Cars,S24_1937,Spain
10227,42,29.21,Shipped,Vintage Cars,S24_1937,France
10243,33,29.54,Shipped,Vintage Cars,S24_1937,USA
10280,20,28.88,Shipped,Vintage Cars,S24_1937,Italy
10288,29,38.17,Shipped,Vintage Cars,S24_1937,Singapore
10304,23,30.2,Shipped,Vintage Cars,S24_1937,France
10312,39,29.54,Shipped,Vintage Cars,S24_1937,USA
10322,20,100,Shipped,Vintage Cars,S24_1937,USA
10332,45,81.91,Shipped,Vintage Cars,S24_1937,UK
10344,20,35.18,Shipped,Vintage Cars,S24_1937,France
10356,48,100,Shipped,Vintage Cars,S24_1937,France
10367,23,36.29,Resolved,Vintage Cars,S24_1937,USA
10380,32,70.56,Shipped,Vintage Cars,S24_1937,Spain
10391,33,100,Shipped,Vintage Cars,S24_1937,Australia
10409,61,29.54,Shipped,Vintage Cars,S24_1937,Singapore
10420,45,26.88,In Process,Vintage Cars,S24_1937,Australia
10107,38,83.03,Shipped,Motorcycles,S24_2000,USA
10120,34,83.79,Shipped,Motorcycles,S24_2000,Australia
10134,43,83.03,Shipped,Motorcycles,S24_2000,France
10145,47,83.03,Shipped,Motorcycles,S24_2000,USA
10158,22,67.03,Shipped,Motorcycles,S24_2000,Norway
10168,29,75.41,Shipped,Motorcycles,S24_2000,USA
10180,28,68.55,Shipped,Motorcycles,S24_2000,France
10188,40,91.4,Shipped,Motorcycles,S24_2000,Norway
10201,25,73.88,Shipped,Motorcycles,S24_2000,USA
10210,30,61.7,Shipped,Motorcycles,S24_2000,Japan
10223,38,69.31,Shipped,Motorcycles,S24_2000,Australia
10236,36,87.6,Shipped,Motorcycles,S24_2000,USA
10250,32,87.6,Shipped,Motorcycles,S24_2000,USA
10263,37,62.46,Shipped,Motorcycles,S24_2000,USA
10275,30,79.98,Shipped,Motorcycles,S24_2000,France
10285,39,70.08,Shipped,Motorcycles,S24_2000,USA
10297,32,65.51,Shipped,Motorcycles,S24_2000,Ireland
10308,47,63.22,Shipped,Motorcycles,S24_2000,USA
10318,26,86.83,Shipped,Motorcycles,S24_2000,USA
10329,37,94.43,Shipped,Motorcycles,S24_2000,USA
10340,55,79.98,Shipped,Motorcycles,S24_2000,Spain
10363,21,100,Shipped,Motorcycles,S24_2000,Finland
10375,23,100,Shipped,Motorcycles,S24_2000,France
10389,49,81.4,Shipped,Motorcycles,S24_2000,Sweden
10402,59,87.6,Shipped,Motorcycles,S24_2000,France
10416,32,87.6,Shipped,Motorcycles,S24_2000,Italy
10105,43,100,Shipped,Ships,S24_2011,Denmark
10117,41,100,Shipped,Ships,S24_2011,Singapore
10129,45,100,Shipped,Ships,S24_2011,UK
10142,33,100,Shipped,Ships,S24_2011,USA
10153,40,100,Shipped,Ships,S24_2011,Spain
10167,33,100,Cancelled,Ships,S24_2011,Sweden
10177,50,100,Shipped,Ships,S24_2011,Spain
10185,30,100,Shipped,Ships,S24_2011,USA
10197,41,100,Shipped,Ships,S24_2011,Spain
10208,35,100,Shipped,Ships,S24_2011,France
10221,49,100,Shipped,Ships,S24_2011,Belgium
10232,46,100,Shipped,Ships,S24_2011,UK
10248,48,100,Cancelled,Ships,S24_2011,USA
10261,36,100,Shipped,Ships,S24_2011,Canada
10273,22,100,Shipped,Ships,S24_2011,Belgium
10283,42,100,Shipped,Ships,S24_2011,Canada
10293,21,100,Shipped,Ships,S24_2011,Italy
10306,29,100,Shipped,Ships,S24_2011,UK
10315,35,100,Shipped,Ships,S24_2011,France
10326,41,100,Shipped,Ships,S24_2011,Sweden
10337,29,71.97,Shipped,Ships,S24_2011,USA
10350,34,50.33,Shipped,Ships,S24_2011,Spain
10372,37,100,Shipped,Ships,S24_2011,Japan
10384,28,80.54,Shipped,Ships,S24_2011,USA
10396,49,100,Shipped,Ships,S24_2011,USA
10414,23,100,On Hold,Ships,S24_2011,USA
10101,46,53.76,Shipped,Vintage Cars,S24_2022,Germany
10110,39,44.35,Shipped,Vintage Cars,S24_2022,UK
10124,22,45.25,Shipped,Vintage Cars,S24_2022,USA
10149,49,49.28,Shipped,Vintage Cars,S24_2022,USA
10162,43,36.29,Shipped,Vintage Cars,S24_2022,USA
10173,27,41.22,Shipped,Vintage Cars,S24_2022,Italy
10182,31,36.74,Shipped,Vintage Cars,S24_2022,USA
10193,20,50.62,Shipped,Vintage Cars,S24_2022,Australia
10205,24,38.08,Shipped,Vintage Cars,S24_2022,Spain
10214,49,47.94,Shipped,Vintage Cars,S24_2022,Spain
10227,24,48.38,Shipped,Vintage Cars,S24_2022,France
10244,39,45.25,Shipped,Vintage Cars,S24_2022,Spain
10255,37,45.7,Shipped,Vintage Cars,S24_2022,France
10280,45,47.49,Shipped,Vintage Cars,S24_2022,Italy
10289,45,48.38,Shipped,Vintage Cars,S24_2022,Norway
10304,44,39.42,Shipped,Vintage Cars,S24_2022,France
10312,23,37.63,Shipped,Vintage Cars,S24_2022,USA
10322,30,100,Shipped,Vintage Cars,S24_2022,USA
10332,26,85.52,Shipped,Vintage Cars,S24_2022,UK
10345,43,53.76,Shipped,Vintage Cars,S24_2022,France
10356,26,31.86,Shipped,Vintage Cars,S24_2022,France
10367,28,30.59,Resolved,Vintage Cars,S24_2022,USA
10380,27,68.35,Shipped,Vintage Cars,S24_2022,Spain
10391,24,100,Shipped,Vintage Cars,S24_2022,Australia
10421,40,45.7,In Process,Vintage Cars,S24_2022,USA
10103,36,100,Shipped,Trucks and Buses,S24_2300,Norway
10114,21,100,Shipped,Trucks and Buses,S24_2300,France
10126,27,100,Shipped,Trucks and Buses,S24_2300,Spain
10140,47,100,Shipped,Trucks and Buses,S24_2300,USA
10151,42,100,Shipped,Trucks and Buses,S24_2300,Finland
10165,32,100,Shipped,Trucks and Buses,S24_2300,Singapore
10175,28,100,Shipped,Trucks and Buses,S24_2300,UK
10184,24,100,Shipped,Trucks and Buses,S24_2300,Spain
10194,49,100,Shipped,Trucks and Buses,S24_2300,France
10207,46,100,Shipped,Trucks and Buses,S24_2300,USA
10217,28,100,Shipped,Trucks and Buses,S24_2300,Singapore
10229,48,100,Shipped,Trucks and Buses,S24_2300,USA
10246,29,100,Shipped,Trucks and Buses,S24_2300,Spain
10259,47,100,Shipped,Trucks and Buses,S24_2300,Singapore
10271,43,100,Shipped,Trucks and Buses,S24_2300,USA
10281,25,100,Shipped,Trucks and Buses,S24_2300,USA
10291,48,100,Shipped,Trucks and Buses,S24_2300,Sweden
10305,24,100,Shipped,Trucks and Buses,S24_2300,USA
10313,42,100,Shipped,Trucks and Buses,S24_2300,Canada
10324,31,100,Shipped,Trucks and Buses,S24_2300,USA
10334,42,100,On Hold,Trucks and Buses,S24_2300,Sweden
10348,37,100,Shipped,Trucks and Buses,S24_2300,Spain
10358,41,100,Shipped,Trucks and Buses,S24_2300,Spain
10371,20,100,Shipped,Trucks and Buses,S24_2300,USA
10382,20,100,Shipped,Trucks and Buses,S24_2300,USA
10412,70,100,Shipped,Trucks and Buses,S24_2300,Spain
10425,49,100,In Process,Trucks and Buses,S24_2300,France
10108,35,58.87,Shipped,Motorcycles,S24_2360,Philippines
10121,32,76.88,Shipped,Motorcycles,S24_2360,France
10135,29,61.64,Shipped,Motorcycles,S24_2360,USA
10145,27,60.95,Shipped,Motorcycles,S24_2360,USA
10159,27,80.34,Shipped,Motorcycles,S24_2360,USA
10169,38,74.11,Shipped,Motorcycles,S24_2360,Australia
10180,35,72.03,Shipped,Motorcycles,S24_2360,France
10190,42,76.19,Shipped,Motorcycles,S24_2360,Spain
10211,21,63.72,Shipped,Motorcycles,S24_2360,France
10224,37,80.34,Shipped,Motorcycles,S24_2360,France
10237,26,79.65,Shipped,Motorcycles,S24_2360,USA
10252,47,65.8,Shipped,Motorcycles,S24_2360,France
10264,37,65.1,Shipped,Motorcycles,S24_2360,USA
10276,46,75.49,Shipped,Motorcycles,S24_2360,USA
10285,38,59.56,Shipped,Motorcycles,S24_2360,USA
10299,33,66.49,Shipped,Motorcycles,S24_2360,Finland
10309,24,56.1,Shipped,Motorcycles,S24_2360,Norway
10319,31,81.73,Shipped,Motorcycles,S24_2360,USA
10330,42,81.03,Shipped,Motorcycles,S24_2360,Philippines
10341,32,100,Shipped,Motorcycles,S24_2360,Austria
10355,41,70.65,Shipped,Motorcycles,S24_2360,Spain
10363,43,61.23,Shipped,Motorcycles,S24_2360,Finland
10375,20,100,Shipped,Motorcycles,S24_2360,France
10390,35,65.13,Shipped,Motorcycles,S24_2360,USA
10403,27,79.65,Shipped,Motorcycles,S24_2360,UK
10110,43,78.15,Shipped,Classic Cars,S24_2766,UK
10124,32,72.7,Shipped,Classic Cars,S24_2766,USA
10148,21,73.6,Shipped,Classic Cars,S24_2766,Australia
10161,20,100,Shipped,Classic Cars,S24_2766,Denmark
10172,22,74.51,Shipped,Classic Cars,S24_2766,USA
10182,36,73.6,Shipped,Classic Cars,S24_2766,USA
10192,46,83.6,Shipped,Classic Cars,S24_2766,USA
10204,47,96.32,Shipped,Classic Cars,S24_2766,USA
10212,45,88.14,Shipped,Classic Cars,S24_2766,Spain
10227,47,88.14,Shipped,Classic Cars,S24_2766,France
10241,47,94.5,Shipped,Classic Cars,S24_2766,France
10267,38,87.24,Shipped,Classic Cars,S24_2766,USA
10279,49,79.97,Shipped,Classic Cars,S24_2766,Spain
10288,35,80.87,Shipped,Classic Cars,S24_2766,Singapore
10302,49,100,Shipped,Classic Cars,S24_2766,UK
10311,28,93.6,Shipped,Classic Cars,S24_2766,Spain
10321,30,72.7,Shipped,Classic Cars,S24_2766,USA
10332,39,86.72,Shipped,Classic Cars,S24_2766,UK
10321,30,72.7,Shipped,Classic Cars,S24_2766,USA
10346,25,100,Shipped,Classic Cars,S24_2766,USA
10368,40,100,Shipped,Classic Cars,S24_2766,USA
10380,36,37.5,Shipped,Classic Cars,S24_2766,Spain
10407,76,94.5,On Hold,Classic Cars,S24_2766,USA
10420,39,100,In Process,Classic Cars,S24_2766,Australia
10104,44,39.6,Shipped,Classic Cars,S24_2840,Spain
10114,24,30.06,Shipped,Classic Cars,S24_2840,France
10127,39,38.19,Shipped,Classic Cars,S24_2840,USA
10141,21,42.43,Shipped,Classic Cars,S24_2840,Finland
10151,30,40.31,Shipped,Classic Cars,S24_2840,Finland
10165,27,31.82,Shipped,Classic Cars,S24_2840,Singapore
10175,37,31.12,Shipped,Classic Cars,S24_2840,UK
10184,42,31.82,Shipped,Classic Cars,S24_2840,Spain
10195,32,28.29,Shipped,Classic Cars,S24_2840,USA
10207,42,29.7,Shipped,Classic Cars,S24_2840,USA
10219,21,40.31,Shipped,Classic Cars,S24_2840,USA
10229,33,32.88,Shipped,Classic Cars,S24_2840,USA
10246,49,36.07,Shipped,Classic Cars,S24_2840,Spain
10259,31,33.24,Delivered,Classic Cars,S24_2840,Singapore
10271,38,41.72,Shipped,Classic Cars,S24_2840,USA
10281,20,40.66,Shipped,Classic Cars,S24_2840,USA
10292,39,30.06,Shipped,Classic Cars,S24_2840,USA
10305,48,31.47,Shipped,Classic Cars,S24_2840,USA
10314,39,37.13,Shipped,Classic Cars,S24_2840,Denmark
10324,30,100,Shipped,Classic Cars,S24_2840,USA
10335,33,37.13,Shipped,Classic Cars,S24_2840,USA
10349,36,37.13,Shipped,Classic Cars,S24_2840,USA
10358,36,82.94,Shipped,Classic Cars,S24_2840,Spain
10371,45,100,Shipped,Classic Cars,S24_2840,USA
10383,40,100,Shipped,Classic Cars,S24_2840,Spain
10394,46,38.9,Shipped,Classic Cars,S24_2840,Spain
10412,30,36.07,Shipped,Classic Cars,S24_2840,Spain
10425,31,33.24,In Process,Classic Cars,S24_2840,France
10106,49,74.68,Shipped,Planes,S24_2841,Italy
10119,41,59.6,Shipped,Planes,S24_2841,Austria
10131,35,67.14,Shipped,Planes,S24_2841,USA
10143,27,60.97,Shipped,Planes,S24_2841,USA
10155,23,72.62,Shipped,Planes,S24_2841,Finland
10167,21,69.88,Cancelled,Planes,S24_2841,Sweden
10178,34,80.84,Shipped,Planes,S24_2841,France
10186,22,69.2,Shipped,Planes,S24_2841,UK
10198,48,67.82,Shipped,Planes,S24_2841,Philippines
10209,43,82.21,Shipped,Planes,S24_2841,USA
10222,32,81.53,Shipped,Planes,S24_2841,USA
10249,20,67.82,Shipped,Planes,S24_2841,USA
10262,24,67.14,Cancelled,Planes,S24_2841,Spain
10274,40,65.08,Shipped,Planes,S24_2841,USA
10284,30,73.99,Shipped,Planes,S24_2841,Norway
10296,21,71.25,Shipped,Planes,S24_2841,Germany
10307,25,75.36,Shipped,Planes,S24_2841,USA
10316,34,63.71,Shipped,Planes,S24_2841,UK
10328,48,58.92,Shipped,Planes,S24_2841,Italy
10339,55,100,Shipped,Planes,S24_2841,Japan
10351,25,74.68,Shipped,Planes,S24_2841,UK
10373,38,70.44,Shipped,Planes,S24_2841,Finland
10386,39,55.96,Resolved,Planes,S24_2841,Spain
10398,28,57.55,Shipped,Planes,S24_2841,France
10400,24,61.66,Shipped,Planes,S24_2841,USA
10415,21,67.82,Disputed,Planes,S24_2841,Australia
10110,46,100,Shipped,Classic Cars,S24_2887,UK
10124,25,93.95,Shipped,Classic Cars,S24_2887,USA
10148,34,100,Shipped,Classic Cars,S24_2887,Australia
10161,25,100,Shipped,Classic Cars,S24_2887,Denmark
10173,23,100,Shipped,Classic Cars,S24_2887,Italy
10182,20,100,Shipped,Classic Cars,S24_2887,USA
10192,23,100,Shipped,Classic Cars,S24_2887,USA
10204,42,100,Shipped,Classic Cars,S24_2887,USA
10213,27,100,Shipped,Classic Cars,S24_2887,UK
10227,33,100,Shipped,Classic Cars,S24_2887,France
10241,28,98.65,Shipped,Classic Cars,S24_2887,France
10267,43,100,Shipped,Classic Cars,S24_2887,USA
10279,48,100,Shipped,Classic Cars,S24_2887,Spain
10288,48,100,Shipped,Classic Cars,S24_2887,Singapore
10302,45,100,Shipped,Classic Cars,S24_2887,UK
10311,43,100,Shipped,Classic Cars,S24_2887,Spain
10332,44,42.26,Shipped,Classic Cars,S24_2887,UK
10346,24,87.24,Shipped,Classic Cars,S24_2887,USA
10368,31,100,Shipped,Classic Cars,S24_2887,USA
10380,44,36.29,Shipped,Classic Cars,S24_2887,Spain
10407,59,98.65,On Hold,Classic Cars,S24_2887,USA
10420,55,96.3,In Process,Classic Cars,S24_2887,Australia
10109,29,32.1,Shipped,Classic Cars,S24_2972,USA
10122,39,30.96,Shipped,Classic Cars,S24_2972,France
10135,20,35.87,Shipped,Classic Cars,S24_2972,USA
10147,25,42.67,Shipped,Classic Cars,S24_2972,USA
10160,42,37,Shipped,Classic Cars,S24_2972,USA
10171,36,35.49,Shipped,Classic Cars,S24_2972,Canada
10181,37,42.67,Shipped,Classic Cars,S24_2972,Norway
10192,30,30.59,Shipped,Classic Cars,S24_2972,USA
10203,21,37,Shipped,Classic Cars,S24_2972,Spain
10212,34,43.42,Shipped,Classic Cars,S24_2972,Spain
10225,42,36.63,Shipped,Classic Cars,S24_2972,Switzerland
10239,20,44.56,Shipped,Classic Cars,S24_2972,Finland
10253,40,42.67,Cancelled,Classic Cars,S24_2972,UK
10266,34,40.4,Shipped,Classic Cars,S24_2972,Italy
10278,31,38.89,Shipped,Classic Cars,S24_2972,USA
10287,36,39.65,Shipped,Classic Cars,S24_2972,Switzerland
10301,48,34.36,Shipped,Classic Cars,S24_2972,Norway
10310,33,41.91,Shipped,Classic Cars,S24_2972,Germany
10321,37,33.23,Shipped,Classic Cars,S24_2972,USA
10331,27,42.24,Shipped,Classic Cars,S24_2972,USA
10342,39,40.4,Shipped,Classic Cars,S24_2972,Australia
10355,36,38.52,Shipped,Classic Cars,S24_2972,Spain
10367,36,100,Resolved,Classic Cars,S24_2972,USA
10378,41,100,Shipped,Classic Cars,S24_2972,Spain
10390,37,100,Shipped,Classic Cars,S24_2972,USA
10405,47,44.56,Shipped,Classic Cars,S24_2972,France
10419,15,42.67,Shipped,Classic Cars,S24_2972,Austria
10105,44,72.58,Shipped,Vintage Cars,S24_3151,Denmark
10119,35,87.62,Shipped,Vintage Cars,S24_3151,Austria
10129,41,94.71,Shipped,Vintage Cars,S24_3151,UK
10142,49,98.25,Shipped,Vintage Cars,S24_3151,USA
10154,31,91.17,Shipped,Vintage Cars,S24_3151,USA
10167,20,79.66,Cancelled,Vintage Cars,S24_3151,Sweden
10177,45,72.58,Shipped,Vintage Cars,S24_3151,Spain
10185,33,74.35,Shipped,Vintage Cars,S24_3151,USA
10197,47,83.2,Shipped,Vintage Cars,S24_3151,Spain
10208,20,89.4,Shipped,Vintage Cars,S24_3151,France
10222,47,70.81,Shipped,Vintage Cars,S24_3151,USA
10233,40,94.71,Shipped,Vintage Cars,S24_3151,USA
10248,30,100,Cancelled,Vintage Cars,S24_3151,USA
10261,22,91.17,Shipped,Vintage Cars,S24_3151,Canada
10273,27,100,Shipped,Vintage Cars,S24_3151,Belgium
10283,34,92.94,Shipped,Vintage Cars,S24_3151,Canada
10295,46,84.97,Shipped,Vintage Cars,S24_3151,USA
10306,31,84.08,Shipped,Vintage Cars,S24_3151,UK
10315,24,86.74,Shipped,Vintage Cars,S24_3151,France
10326,41,85.85,Shipped,Vintage Cars,S24_3151,Sweden
10339,55,100,Shipped,Vintage Cars,S24_3151,Japan
10350,30,100,Shipped,Vintage Cars,S24_3151,Spain
10373,33,57.32,Shipped,Vintage Cars,S24_3151,Finland
10384,43,97.87,Shipped,Vintage Cars,S24_3151,USA
10396,27,83.2,Shipped,Vintage Cars,S24_3151,USA
10414,60,100,On Hold,Vintage Cars,S24_3151,USA
10110,27,73.62,Shipped,Classic Cars,S24_3191,UK
10124,49,83.04,Shipped,Classic Cars,S24_3191,USA
10148,31,73.62,Shipped,Classic Cars,S24_3191,Australia
10161,20,77.05,Shipped,Classic Cars,S24_3191,Denmark
10172,24,81.33,Shipped,Classic Cars,S24_3191,USA
10182,33,94.17,Shipped,Classic Cars,S24_3191,USA
10192,32,72.77,Shipped,Classic Cars,S24_3191,USA
10204,40,79.62,Shipped,Classic Cars,S24_3191,USA
10212,27,79.62,Shipped,Classic Cars,S24_3191,Spain
10227,40,79.62,Shipped,Classic Cars,S24_3191,France
10241,26,81.33,Shipped,Classic Cars,S24_3191,France
10267,44,96.74,Delivered,Classic Cars,S24_3191,USA
10279,33,71.06,Shipped,Classic Cars,S24_3191,Spain
10288,34,68.49,Shipped,Classic Cars,S24_3191,Singapore
10302,48,74.48,Shipped,Classic Cars,S24_3191,UK
10311,25,83.04,Shipped,Classic Cars,S24_3191,Spain
10321,39,84.75,Shipped,Classic Cars,S24_3191,USA
10332,45,34.19,Shipped,Classic Cars,S24_3191,UK
10346,24,100,Shipped,Classic Cars,S24_3191,USA
10368,46,79.62,Shipped,Classic Cars,S24_3191,USA
10380,44,79.06,Shipped,Classic Cars,S24_3191,Spain
10407,13,81.33,On Hold,Classic Cars,S24_3191,USA
10420,35,96.74,In Process,Classic Cars,S24_3191,Australia
10108,30,63.07,Shipped,Classic Cars,S24_3371,Philippines
10122,34,50.21,Shipped,Classic Cars,S24_3371,France
10135,27,66.13,Shipped,Classic Cars,S24_3371,USA
10147,30,68.58,Shipped,Classic Cars,S24_3371,USA
10159,50,69.8,Shipped,Classic Cars,S24_3371,USA
10169,34,50.21,Shipped,Classic Cars,S24_3371,Australia
10181,23,65.52,Shipped,Classic Cars,S24_3371,Norway
10191,48,60.01,Shipped,Classic Cars,S24_3371,Germany
10203,34,64.9,Shipped,Classic Cars,S24_3371,Spain
10211,48,48.98,Shipped,Classic Cars,S24_3371,France
10225,24,50.21,Shipped,Classic Cars,S24_3371,Switzerland
